phase (degrees), delay (ns), EO Modulated (V), Un Modulatoed/Reference (V)
576.308, 0.010529914529914282, 0.1763428655186934, 0.1749714368821255
576.308, 0.010529914529914282, 0.17268572248784558, 0.17531429404126747
576.33, 0.011282051282052683, 0.1723428653287036, 0.17360000824555755
576.33, 0.011282051282052683, 0.17794286559468933, 0.17348572252584354
576.33, 0.011282051282052683, 0.1769142941172634, 0.17177143673013365
576.33, 0.011282051282052683, 0.1745142940032695, 0.17177143673013365
576.33, 0.011282051282052683, 0.17188572244984762, 0.1744000082835555
576.352, 0.012034188034187196, 0.17325715108641557, 0.17188572244984762
576.352, 0.012034188034187196, 0.17577143692012345, 0.17417143684412753
576.352, 0.012034188034187196, 0.17371429396527155, 0.17405715112441353
576.352, 0.012034188034187196, 0.1729142939272736, 0.17371429396527155
576.352, 0.012034188034187196, 0.1748571511624115, 0.1747428654426975
576.374, 0.012786324786325597, 0.1749714368821255, 0.1747428654426975
576.374, 0.012786324786325597, 0.17325715108641557, 0.17360000824555755
576.374, 0.012786324786325597, 0.17360000824555755, 0.1748571511624115
576.374, 0.012786324786325597, 0.17371429396527155, 0.17177143673013365
576.374, 0.012786324786325597, 0.17394286540469953, 0.17371429396527155
576.396, 0.01353846153846011, 0.17520000832155347, 0.17417143684412753
576.396, 0.01353846153846011, 0.16994286521470972, 0.17314286536670156
576.396, 0.01353846153846011, 0.1744000082835555, 0.1749714368821255
576.396, 0.01353846153846011, 0.17325715108641557, 0.1722285796089896
576.396, 0.01353846153846011, 0.17188572244984762, 0.1749714368821255
576.418, 0.01429059829059851, 0.1724571510484176, 0.1742857225638415
576.418, 0.01429059829059851, 0.17382857968498552, 0.17325715108641557
576.418, 0.01429059829059851, 0.17280000820755959, 0.1764571512384074
576.418, 0.01429059829059851, 0.17382857968498552, 0.17085715097242168
576.418, 0.01429059829059851, 0.1723428653287036, 0.1723428653287036
576.44, 0.01504273504273691, 0.17154286529070564, 0.17542857976098145
576.44, 0.01504273504273691, 0.1742857225638415, 0.17188572244984762
576.44, 0.01504273504273691, 0.17188572244984762, 0.17280000820755959
576.44, 0.01504273504273691, 0.17154286529070564, 0.1748571511624115
576.44, 0.01504273504273691, 0.1744000082835555, 0.17394286540469953
576.462, 0.015794871794871424, 0.17177143673013365, 0.1724571510484176
